construction,RPLY1_cured_angle,RBELT1_cured_angle,RBELT2_cured_angle,RPLY2_cured_angle,Curing Width_UDMSIteration,Rim Width_UDMSIteration,Tread Arc Radius 1,Belt Width 1,Belt Width 2,Rim Diameter,Section Height,Shoulder Radius,Cavity Outer Diameter,Cavity Section Width,inflation,Inner Perimeter,Apex Ending,Minimum Side Wall gauge,Base Gauge at Centre,Cap Thickness at centre,Non Skid Depth,Ply turnup height 1,Ply turnup height 2,Total Center Guage,Total Rubber Guage at Shoulder,Total Shoulder Gauge,size,Section Ratio,Belt_Angle_Difference,Belt_Width_Difference,RPLY1_epi,RBELT1_epi,RBELT2_epi,RCAPPLY_epi,RPLY2_epi,RPLY1_denier,RBELT1_denier,RBELT2_denier,RCAPPLY_denier,RPLY2_denier,Aspect_ratio
1+0,90,23,-23,Not Applicable,7,6,500,137.646,125.883,15,113.9,30,601.98,200.988,180,359.482,34.682,2.556,2,7,6.984,49.999,0,13.39,6.388,13.012,185/60R15,0.5667005,46,11.763,29,22,22,30,Not Applicable,1500,2x0p3UT,2x0p3UT,1260,Not Applicable,60
1+0,90,23,-23,Not Applicable,7,6,500,137.646,125.883,15,113.9,30,601.98,200.988,210,359.482,34.682,2.556,2,7,6.984,49.999,0,13.39,6.388,13.012,185/60R15,0.5667005,46,11.763,29,22,22,30,Not Applicable,1500,2x0p3UT,2x0p3UT,1260,Not Applicable,60
1+0,90,23,-23,Not Applicable,7,6,500,137.646,125.883,15,113.9,30,601.98,200.988,220,359.482,34.682,2.556,2,7,6.984,49.999,0,13.39,6.388,13.012,185/60R15,0.5667005,46,11.763,29,22,22,30,Not Applicable,1500,2x0p3UT,2x0p3UT,1260,Not Applicable,60
1+SL,90,25,-24,Not Applicable,7,6.5,500,163.56,151.575,16,130.68,38.7,664,226.642,210,421.494,32.408,2.665,3.549,6.548,7.61,0,0,14.79,7.051,13.391,215/60R16,0.576592159,49,11.985,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
1+SL,90,27,-27,Not Applicable,5.5,5,400,122.686,111.491,14,134.6,125.024,617.96,169.988,180,365.177,35.033,2.607,2.8,0.015,6.958,0,0,14.81,0,5.883,165/80R14,0.791820599,54,11.195,28,18,18,20,Not Applicable,1000,NA,NA,840,Not Applicable,80
1+SL,90,27,-27,Not Applicable,5.5,5,400,122.686,111.491,14,134.6,125.024,617.96,169.988,200,365.177,35.033,2.607,2.8,0.015,6.958,0,0,14.81,0,5.883,165/80R14,0.791820599,54,11.195,28,18,18,20,Not Applicable,1000,NA,NA,840,Not Applicable,80
1+SL,90,27,-27,Not Applicable,5.5,5,400,122.686,111.491,14,134.6,125.024,617.96,169.988,210,365.177,35.033,2.607,2.8,0.015,6.958,0,0,14.81,0,5.883,165/80R14,0.791820599,54,11.195,28,18,18,20,Not Applicable,1000,NA,NA,840,Not Applicable,80
2+0,90,22,-24,90,7.5,7,500,186.272,174,17,119.76,38.7,669,229.982,220,398.538,37.153,2.533,3,7.1,7.376,64.595,24.622,15.93,7.434,15.493,215/55R17,0.520736405,46,12.272,28,18,18,28,28,1000,NA,NA,1260,28,55
1+0,87,26,-28,Not Applicable,6,5.5,450,138.935,133.8,15,122.63,22.2,618.98,199.995,200,381.08,34.792,3.72,2.93,7,6.981,58.07,0,14.71,5.611,12.535,185/65R15,0.613165329,54,6.30496,29,18,18,29,Not Applicable,1500,NA,NA,840,Not Applicable,65
2+0,90,24,-22,90,7,6.5,500,164.08,153.019,16,142.19,95.31,684,226.715,180,432.923,46.255,2.982,1.5,9.5,8.489,60,0,16.14,0,5.271,215/65R16,0.627175088,46,11.061,28,18,18,30,28,1000,NA,NA,1260,28,65
2+0,90,24,-22,90,7,6.5,500,164.08,153.019,16,142.19,95.31,684,226.715,210,432.923,46.255,2.982,1.5,9.5,8.489,60,0,16.14,0,5.271,215/65R16,0.627175088,46,11.061,28,18,18,30,28,1000,NA,NA,1260,28,65
2+0,90,25,-25,90,7.5,7,500,183.951,166.14,17,119.84,38.7,669,229.981,210,399.73,46.015,3.824,1.909,8,7.974,54.674,24.887,15.51,5.601,13.459,215/55R17,0.521086525,50,17.811,28,18,18,30,28,1000,NA,NA,1260,28,55
2+0,90,25,-25,90,7.5,7,500,183.951,166.14,17,119.84,38.7,669,229.981,220,399.73,46.015,3.824,1.909,8,7.974,54.674,24.887,15.51,5.601,13.459,215/55R17,0.521086525,50,17.811,28,18,18,30,28,1000,NA,NA,1260,28,55
1+SL,90,27,-27,Not Applicable,5.5,5,295,120.226,108.667,14,134.92,130.25,618.46,168.99,180,364.005,26.589,2.631,2.5,0.021,7.274,0,0,14.81,0,5.931,165/80R14,0.798390437,54,11.559,28,18,18,20,Not Applicable,1000,NA,NA,840,Not Applicable,80
1+SL,90,27,-27,Not Applicable,5.5,5,295,120.226,108.667,14,134.92,130.25,618.46,168.99,200,364.005,26.589,2.631,2.5,0.021,7.274,0,0,14.81,0,5.931,165/80R14,0.798390437,54,11.559,28,18,18,20,Not Applicable,1000,NA,NA,840,Not Applicable,80
1+0,90,25,-25,Not Applicable,7,6,500,165.292,153.203,16,130.91,69.937,662,226.684,210,416.414,40.695,2.79,2,9.3,8.277,64.959,0,16.37,7.64,11.861,215/60R16,0.577499956,50,12.089,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
1+0,90,18,-28,Not Applicable,7,6,500,165.292,153.203,16,130.91,69.937,662,226.684,210,416.414,40.695,2.79,2,9.3,8.277,64.959,0,16.37,7.64,11.861,215/60R16,0.577499956,46,12.089,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
1+0,90,18,-28,Not Applicable,7,6,500,165.292,153.203,16,130.91,69.937,662,226.684,230,416.414,40.695,2.79,2,9.3,8.277,64.959,0,16.37,7.64,11.861,215/60R16,0.577499956,46,12.089,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
2+0,90,26,-25,90,7,6,503.05,164.801,153.604,15,164.46,0,702.08,219.065,180,464.317,44.523,3.041,2.497,9.003,8.991,70,30,0,0,0,215/75R15,0.750736083,51,11.197,29,18,18,30,29,1500,NA,NA,1260,29,75
2+0,90,26,-25,90,7,6,503.05,164.801,153.604,15,164.46,0,702.08,219.065,210,464.317,44.523,3.041,2.497,9.003,8.991,70,30,0,0,0,215/75R15,0.750736083,51,11.197,29,18,18,30,29,1500,NA,NA,1260,29,75
1+0,90,23,-23,Not Applicable,6.5,4.5,456.99,126.716,115.529,14,126.39,20,600.96,188.986,180,368.009,33.026,3.015,1.999,6.991,7.004,55.245,0,13.64,6.841,13.735,175/70R14,0.668779698,46,11.187,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,70
1+0,90,23,-23,Not Applicable,6.5,4.5,456.99,126.716,115.529,14,126.39,20,600.96,188.986,210,368.009,33.026,3.015,1.999,6.991,7.004,55.245,0,13.64,6.841,13.735,175/70R14,0.668779698,46,11.187,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,70
1+0,90,23,-23,Not Applicable,6.5,4.5,456.99,126.716,115.529,14,126.39,20,600.96,188.986,220,368.009,33.026,3.015,1.999,6.991,7.004,55.245,0,13.64,6.841,13.735,175/70R14,0.668779698,46,11.187,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,70
1+0,-90,28,-28,Not Applicable,5.5,4,250,116.863,104.721,14,135.93,24,620.96,172.982,210,368.005,31.761,3.503,2,6.6,6.576,49.997,0,13.71,5.879,12.408,165/80R14,0.785804303,56,12.142,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,80
1+0,-90,28,-28,Not Applicable,5.5,4,250,116.863,104.721,14,135.93,24,620.96,172.982,240,368.005,31.761,3.503,2,6.6,6.576,49.997,0,13.71,5.879,12.408,165/80R14,0.785804303,56,12.142,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,80
1+0,90,21,-21,Not Applicable,7,6,500,165.292,153.203,16,130.91,69.937,662,226.684,210,416.414,40.695,2.79,2,9.3,8.277,64.959,0,16.37,7.64,11.861,215/60R16,0.577499956,42,12.089,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
1+SL,90,25,-27,Not Applicable,7,6.5,500,158.6,146.768,16,131.13,86.89,661,228,210,423.927,32.552,2.51,3.5,6.8,7.476,0,0,15.31,0,5.266,215/60R16,0.575131579,52,11.832,28,18,18,30,Not Applicable,1000,NA,NA,1260,Not Applicable,60
1+0,-90,23,-25,Not Applicable,5.5,4,634.11,120.666,108.666,14,135.16,20,620.98,170.503,180,375.166,34.479,3.029,1.996,6.6,2.391,59.696,0,13.31,7.03,13.196,165/80R14,0.792713325,48,12,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,80
1+0,-90,23,-25,Not Applicable,5.5,4,634.11,120.666,108.666,14,135.16,20,620.98,170.503,210,375.166,34.479,3.029,1.996,6.6,2.391,59.696,0,13.31,7.03,13.196,165/80R14,0.792713325,48,12,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,80
1+0,-90,23,-25,Not Applicable,5.5,4,634.11,120.666,108.666,14,135.16,20,620.98,170.503,240,375.166,34.479,3.029,1.996,6.6,2.391,59.696,0,13.31,7.03,13.196,165/80R14,0.792713325,48,12,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,80
2+0,90,-24,26,90,8.5,7.5,650,197.198,183.488,18,167.13,149.943,789,266.497,180,515.179,50.04,3.502,2.5,9.175,8.493,65,50.101,17.84,0,7.525,255/65R18,0.627136516,-50,13.71,29,18,18,20,29,1500,NA,NA,840,29,65
2+0,90,-24,26,90,8.5,7.5,650,197.198,183.488,18,167.13,149.943,789,266.497,210,515.179,50.04,3.502,2.5,9.175,8.493,65,50.101,17.84,0,7.525,255/65R18,0.627136516,-50,13.71,29,18,18,20,29,1500,NA,NA,840,29,65
1+SL,90,26,-28,Not Applicable,7,6,450,147.502,133.846,16,118.95,35.1,638,214.977,200,379.958,34.168,3.105,2.5,8,6.987,0,0,15.5,5.46,13.642,195/60R16,0.553315006,54,13.656,28,18,18,30,Not Applicable,1000,NA,NA,1260,Not Applicable,60
1+SL,90,26,-28,Not Applicable,7,6,450,147.502,133.846,16,118.95,35.1,638,214.977,210,379.958,34.168,3.105,2.5,8,6.987,0,0,15.5,5.46,13.642,195/60R16,0.553315006,54,13.656,28,18,18,30,Not Applicable,1000,NA,NA,1260,Not Applicable,60
2+0,-89,24,-25,-89,5.5,5,400,136.923,125.016,15,107.01,31.5,588.96,187.723,180,346.966,40.019,2.604,2.5,7.1,3.249,58.503,19.766,15.72,5.768,13.401,175/60R15,0.57004203,49,11.907,28,18,18,20,28,1000,NA,NA,840,28,60
2+0,-89,24,-25,-89,5.5,5,400,136.923,125.016,15,107.01,31.5,588.96,187.723,210,346.966,40.019,2.604,2.5,7.1,3.249,58.503,19.766,15.72,5.768,13.401,175/60R15,0.57004203,49,11.907,28,18,18,20,28,1000,NA,NA,840,28,60
2+0,-89,24,-25,-89,5.5,5,400,136.923,125.016,15,107.01,31.5,588.96,187.723,220,346.966,40.019,2.604,2.5,7.1,3.249,58.503,19.766,15.72,5.768,13.401,175/60R15,0.57004203,49,11.907,28,18,18,20,28,1000,NA,NA,840,28,60
2+0,90,24,-24,90,8,7.5,823,192.93,181,18,101.32,20.01,657,233.996,220,370.714,30,1.794,1.6,7.8,7.379,43.989,17.953,16.94,7.174,15.749,225/45R18,0.432229611,48,11.93,29,18,18,20,29,1500,NA,NA,1260,29,45
1+SL,90,25,-24,Not Applicable,7,6.5,500,163.401,152.894,16,130.88,0,662,226.686,210,0,43.501,0,3.397,6.443,7.603,0,0,0,0,0,215/60R16,0.577362519,49,10.507,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
1+0,90,23,-24,Not Applicable,6.5,6.5,500,169.13,157.103,16,127.55,38.739,654.6,231.972,210,435.62,30.41,2.644,3,7.4,7.888,59.998,0,15.27,0,18.376,215/60R16,0.549850844,47,12.027,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
2+0,90,23,-23,90,8,7,644.81,169.307,157.834,17,118.74,29.999,667,237.974,210,408.152,46.24,3.45,2.967,6.033,0,60,25,14.94,6.164,12.676,215/55R17,0.498962071,46,11.473,28,18,18,30,28,1000,NA,NA,1260,28,55
2+0,90,23,-23,90,8,7,644.81,169.307,157.834,17,118.74,29.999,667,237.974,250,408.152,46.24,3.45,2.967,6.033,0,60,25,14.94,6.164,12.676,215/55R17,0.498962071,46,11.473,28,18,18,30,28,1000,NA,NA,1260,28,55
2+0,90,25,-27,-90,8,7.5,896,207.856,194.883,19,135.45,20,751,254.997,180,449.157,53.551,4.867,3,7.5,10.065,65,80,16.99,6.859,15.57,245/55R19,0.53118272,52,12.973,29,18,18,25,29,1500,NA,NA,1260,29,55
2+0,90,25,-27,-90,8,7.5,896,207.856,194.883,19,135.45,20,751,254.997,210,449.157,53.551,4.867,3,7.5,10.065,65,80,16.99,6.859,15.57,245/55R19,0.53118272,52,12.973,29,18,18,25,29,1500,NA,NA,1260,29,55
2+0,90,25,-27,-90,8,7.5,896,207.856,194.883,19,135.45,20,751,254.997,220,449.157,53.551,4.867,3,7.5,10.065,65,80,16.99,6.859,15.57,245/55R19,0.53118272,52,12.973,29,18,18,25,29,1500,NA,NA,1260,29,55
1+0,90,25,-24,Not Applicable,7,6.5,500,164.132,154.58,16,130.88,38.7,662,226.715,210,423.123,32.825,2.343,3.65,6.434,7.61,59.233,0,14.5,7.497,12.879,215/60R16,0.577288666,49,9.552,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
2+0,90,23,-23,90,8,7,750.01,168.903,157.834,17,118.74,29.999,667,237.974,250,408.152,46.24,3.45,2.967,6.033,6.984,60,25,14.94,6.17,12.68,215/55R17,0.498962071,46,11.069,28,18,18,30,28,1000,NA,NA,1260,28,55
2+0,87,26,-26,-87,9.5,8,523.07,187.661,175.989,18,160.08,100.051,779,275.988,210,495.587,52.169,3.53,4,9.399,9.381,65.625,80.05814,18.6276,8.258,13.592,175/65R15,0.580025218,52,11.672,29,16,16,29,29,1500,NA,NA,840,29,65
1+0,90,26,-26,Not Applicable,7,6,500,165.292,153.203,16,130.91,69.937,662,226.684,210,416.414,40.695,2.79,2,9.3,8.277,64.959,0,16.37,7.64,11.861,215/60R16,0.577499956,52,12.089,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
2+0,90,23,-23,90,8,7,750,169.595,157.824,17,118.73,29.98,666.98,237.992,210,407.748,38.656,3.491,1.902,7,6.993,51,38.746,14.75,6.066,12.805,215/55R17,0.498882315,46,11.771,28,22,22,20,28,1000,2x0p3HT,2x0p3HT,840,28,55
2+0,90,23,-23,90,8,7,750,169.595,157.824,17,118.73,29.98,666.98,237.992,250,407.748,38.656,3.491,1.902,7,6.993,51,38.746,14.75,6.066,12.805,215/55R17,0.498882315,46,11.771,28,22,22,20,28,1000,2x0p3HT,2x0p3HT,840,28,55
2+0,90,25,-25,90,8,7,800.01,181.676,169.799,17,117.62,40,665,237.988,250,406.81,47.005,2.619,3.23,5.77,6.985,60,25,14.94,6.528,13.84,215/55R17,0.4942266,50,11.877,28,18,18,30,28,1000,NA,NA,1260,28,55
1+SL,90,24,-24,Not Applicable,5.5,5,295,120.013,108.572,14,134.92,132.145,618.46,168.985,200,364.008,26.587,2.646,2.5,0.021,6.874,0,0,14.41,0,5.987,165/80R14,0.79841406,48,11.441,28,18,18,20,Not Applicable,1000,NA,NA,840,Not Applicable,80
1+SL,90,24,-24,Not Applicable,5.5,5,295,120.013,108.572,14,134.92,132.145,618.46,168.985,210,364.008,26.587,2.646,2.5,0.021,6.874,0,0,14.41,0,5.987,165/80R14,0.79841406,48,11.441,28,18,18,20,Not Applicable,1000,NA,NA,840,Not Applicable,80
1+0,90,25,-23,Not Applicable,5,4.5,288.2,112,100,18,137.9,27.9,736,157,420,373.360145,34.72935023,3.100002175,2,4.7,3.7,59,0,10.903,4.734105124,10.57110408,155/90R18,0.827708162,48,12,25,22,16,20,Not Applicable,1500,2x0p3HT,NA,840,Not Applicable,80
1+SL,90,27,-27,Not Applicable,5.5,5,400,119.059,107.687,14,134.6,113.138,617.96,169.986,180,365.138,39.558,2.606,2.8,0.015,6.958,0,0,14.81,0,5.883,165/80R14,0.791829915,54,11.372,28,18,18,20,Not Applicable,1000,NA,NA,840,Not Applicable,80
1+SL,90,27,-27,Not Applicable,5.5,5,400,119.059,107.687,14,134.6,113.138,617.96,169.986,200,365.138,39.558,2.606,2.8,0.015,6.958,0,0,14.81,0,5.883,165/80R14,0.791829915,54,11.372,28,18,18,20,Not Applicable,1000,NA,NA,840,Not Applicable,80
1+SL,90,27,-27,Not Applicable,5.5,5,400,119.059,107.687,14,134.6,113.138,617.96,169.986,210,365.138,39.558,2.606,2.8,0.015,6.958,0,0,14.81,0,5.883,165/80R14,0.791829915,54,11.372,28,18,18,20,Not Applicable,1000,NA,NA,840,Not Applicable,80
1+SL,87,26,-26,Not Applicable,9,8,700,205,193,19,106.2,20,698,258,180,402.7634069,35.57515073,2.500144202,1.5,8,7,0,0,14.576,7.936403653,14.28969079,245/45R19,0.411627907,52,12,28,22,22,25,Not Applicable,1000,2x0p3HT,2x0p3HT,1260,Not Applicable,45
1+SL,87,26,-26,Not Applicable,9,8,700,205,193,19,106.2,20,698,258,210,402.7634069,35.57515073,2.500144202,1.5,8,7,0,0,14.576,7.936403653,14.28969079,245/45R19,0.411627907,52,12,28,22,22,25,Not Applicable,1000,2x0p3HT,2x0p3HT,1260,Not Applicable,45
1+SL,90,27,-27,Not Applicable,5.5,5,400,122.686,111.491,14,134.6,125.024,617.96,169.985,180,365.414,26.159,2.61,2.8,0.015,6.958,0,0,14.81,0,5.883,165/80R14,0.791834574,54,11.195,28,18,18,20,Not Applicable,1000,NA,NA,840,Not Applicable,80
1+SL,90,27,-27,Not Applicable,5.5,5,400,122.686,111.491,14,134.6,125.024,617.96,169.985,200,365.414,26.159,2.61,2.8,0.015,6.958,0,0,14.81,0,5.883,165/80R14,0.791834574,54,11.195,28,18,18,20,Not Applicable,1000,NA,NA,840,Not Applicable,80
1+SL,90,27,-27,Not Applicable,5.5,5,400,122.686,111.491,14,134.6,125.024,617.96,169.985,210,365.414,26.159,2.61,2.8,0.015,6.958,0,0,14.81,0,5.883,165/80R14,0.791834574,54,11.195,28,18,18,20,Not Applicable,1000,NA,NA,840,Not Applicable,80
1+0,-90,27,-27,Not Applicable,5,4,295,123.986,114.117,14,135.79,74.875,619.96,168.99,210,376.994,40.166,1.188,1.987,7,16.936,67.388,0,14.33,0,4.924,165/80R14,0.803538671,54,9.869,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,80
1+SL,87,26,-26,Not Applicable,9,8,700,205,193,19,106.2,20,698,257,180,400.9778845,35.62957745,2.501146957,1.5,8,7,0,0,14.576,7.855153429,14.19489254,245/45R19,0.413229572,52,12,28,22,22,25,Not Applicable,1000,2x0p3HT,2x0p3HT,1260,Not Applicable,45
1+SL,87,26,-26,Not Applicable,9,8,700,205,193,19,106.2,20,698,257,210,400.9778845,35.62957745,2.501146957,1.5,8,7,0,0,14.576,7.855153429,14.19489254,245/45R19,0.413229572,52,12,28,22,22,25,Not Applicable,1000,2x0p3HT,2x0p3HT,1260,Not Applicable,45
1+0,90,25,-24,Not Applicable,7,6.5,500,161.588,152.621,16,130.88,38.677,662,226.706,210,425.772,33.256,3.07,3.678,6.441,7.738,58.968,0,14.52,6.974,12.14,215/60R16,0.577311584,49,8.967,29,18,18,30,Not Applicable,1500,2x0p3UT,2x0p3UT,1260,Not Applicable,60
1+0,90,24,-25,Not Applicable,7,6.5,950,173.579,161.395,16,131.58,15,663,226.995,180,431.34,43.497,2.525,3,7.153,7.982,64.743,0,15.45,6.83,13.802,215/60R16,0.579660345,49,12.184,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
1+0,90,24,-25,Not Applicable,7,6.5,950,173.579,161.395,16,131.58,15,663,226.995,210,431.34,43.497,2.525,3,7.153,7.982,64.743,0,15.45,6.83,13.802,215/60R16,0.579660345,49,12.184,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
1+0,90,24,-25,Not Applicable,7,6.5,950,173.579,161.395,16,131.58,15,663,226.995,220,431.34,43.497,2.525,3,7.153,7.982,64.743,0,15.45,6.83,13.802,215/60R16,0.579660345,49,12.184,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
1+0,90,25,-25,Not Applicable,10,9.5,899.86,236,224,19,110.14,25,701.2,289.19868,230,446.808,18.18,3.561,1,7.7,6.621,55,0,14.11,4.777,11.521,275/40R19,0.380845445,50,8.205,26,22,22,22,Not Applicable,2000,2x0p3HT,2x0p3HT,1500,Not Applicable,40
1+0,90,25,-25,Not Applicable,10,9.5,899.86,236,224,19,110.14,25,701.2,289.19868,250,446.808,18.18,3.561,1,7.7,6.621,55,0,14.11,4.777,11.521,275/40R19,0.380845445,50,8.205,26,22,22,22,Not Applicable,2000,2x0p3HT,2x0p3HT,1500,Not Applicable,40
2+0,90,26,-26,90,8.5,7.5,800,201.348,189.592,18,166.98,112.439,789,266.497,180,519.085,42.784,3.008,3,6.9,7.884,60,42.784,15.83,0,6.432,255/65R18,0.626573657,52,11.756,28,22,22,20,28,1000,2x0p3HT,2x0p3HT,840,28,65
2+0,90,26,-26,90,8.5,7.5,800,201.348,189.592,18,166.98,112.439,789,266.497,210,519.085,42.784,3.008,3,6.9,7.884,60,42.784,15.83,0,6.432,255/65R18,0.626573657,52,11.756,28,22,22,20,28,1000,2x0p3HT,2x0p3HT,840,28,65
2+0,-90,27,-27,90,8.5,8,710,196.664,185.366,19,130.42,27,741,258.975,180,451.277,43.343,2.586,2.373,8.1,7.515,65.198,24.391,16.91,5.194,14.549,235/55R19,0.503600734,54,11.298,28,18,18,25,28,1000,NA,NA,1260,28,55
2+0,-90,27,-27,90,8.5,8,710,196.664,185.366,19,130.42,27,741,258.975,210,451.277,43.343,2.586,2.373,8.1,7.515,65.198,24.391,16.91,5.194,14.549,235/55R19,0.503600734,54,11.298,28,18,18,25,28,1000,NA,NA,1260,28,55
2+0,-90,27,-27,90,8.5,8,710,196.664,185.366,19,130.42,27,741,258.975,250,451.277,43.343,2.586,2.373,8.1,7.515,65.198,24.391,16.91,5.194,14.549,235/55R19,0.503600734,54,11.298,28,18,18,25,28,1000,NA,NA,1260,28,55
1+0,90,27,-27,Not Applicable,8.5,8,680,190,178.348,18,124.7,69.758,705.6,251.198,250,431.576,34.825,2.511,2,6.7,6.648,57.197,0,14.2,0,9.343,225/55R18,0.49642115,54,11.652,26,22,22,22,Not Applicable,2000,2x0p3HT,2x0p3HT,1500,Not Applicable,55
2+0,-90,26,-26,-90,7.5,7,500,179.615,171.083,17,120.41,38.7,668.52,229.962,180,399.068,42.651,3.198,3.4,6.9,7.376,59.689,24.621,16.31,6.035,14.079,215/55R17,0.523608248,52,8.532,28,18,18,30,28,1000,NA,NA,1260,28,55
2+0,-90,26,-26,-90,7.5,7,500,179.615,171.083,17,120.41,38.7,668.52,229.962,220,399.068,42.651,3.198,3.4,6.9,7.376,59.689,24.621,16.31,6.035,14.079,215/55R17,0.523608248,52,8.532,28,18,18,30,28,1000,NA,NA,1260,28,55
1+SL,90,26,-28,Not Applicable,7,6,450,147.886,137.42,16,118.95,35.1,638,214.978,200,379.958,34.168,3.104,3.404,7.096,6.987,0,0,15.5,5.463,13.671,195/60R16,0.553312432,54,10.466,28,18,18,30,Not Applicable,1000,NA,NA,1260,Not Applicable,60
1+SL,90,26,-28,Not Applicable,7,6,450,147.886,137.42,16,118.95,35.1,638,214.978,210,379.958,34.168,3.104,3.404,7.096,6.987,0,0,15.5,5.463,13.671,195/60R16,0.553312432,54,10.466,28,18,18,30,Not Applicable,1000,NA,NA,1260,Not Applicable,60
1+0,-90,23,-25,Not Applicable,5,4,633.69,109.64,97.64,14,135.14,20,620.86,165.493,180,368.549,34.43,3.022,1.999,6.6,6.453,59.996,0,13.26,6.929,13.139,165/80R14,0.81659043,48,12,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,80
1+0,-90,23,-25,Not Applicable,5,4,633.69,109.64,97.64,14,135.14,20,620.86,165.493,210,368.549,34.43,3.022,1.999,6.6,6.453,59.996,0,13.26,6.929,13.139,165/80R14,0.81659043,48,12,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,80
1+0,-90,23,-25,Not Applicable,5,4,633.69,109.64,97.64,14,135.14,20,620.86,165.493,240,368.549,34.43,3.022,1.999,6.6,6.453,59.996,0,13.26,6.929,13.139,165/80R14,0.81659043,48,12,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,80
2+0,90,28,-28,90,7.5,7,500.03,174.253,162.453,17,119.62,38.697,669,229.97,210,405.785,14.784,2.056,3.57,5.73,7.776,55,20,15.05,5.374,12.467,215/55R17,0.520154803,56,11.8,28,18,18,30,28,1000,NA,NA,1260,28,55
2+0,90,28,-28,90,7.5,7,500.03,174.253,162.453,17,119.62,38.697,669,229.97,250,405.785,14.784,2.056,3.57,5.73,7.776,55,20,15.05,5.374,12.467,215/55R17,0.520154803,56,11.8,28,18,18,30,28,1000,NA,NA,1260,28,55
1+0,88,26,-28,Not Applicable,5.5,5,394.13,117.879,105.906,14,118.31,29.7,585.9,174.985,180,342.605,34.05,2.594,3.476,6.98,6.918,54.049,0,15.59,7.119,13.292,165/70R14,0.676115096,54,11.973,29,18,18,20,Not Applicable,1500,NA,NA,840,Not Applicable,70
1+0,88,26,-28,Not Applicable,5.5,5,394.13,117.879,105.906,14,118.31,29.7,585.9,174.985,210,342.605,34.05,2.594,3.476,6.98,6.918,54.049,0,15.59,7.119,13.292,165/70R14,0.676115096,54,11.973,29,18,18,20,Not Applicable,1500,NA,NA,840,Not Applicable,70
1+0,88,26,-28,Not Applicable,5.5,5,394.13,117.879,105.906,14,118.31,29.7,585.9,174.985,250,342.605,34.05,2.594,3.476,6.98,6.918,54.049,0,15.59,7.119,13.292,165/70R14,0.676115096,54,11.973,29,18,18,20,Not Applicable,1500,NA,NA,840,Not Applicable,70
1+SL,90,28,-28,Not Applicable,6,5.5,450,138.917,127.558,15,122.55,600.297,618.98,199.993,180,379.14,36.267,2.538,2.9,0.014,7.048,0,0,14.89,0,6.12,185/65R15,0.612771447,56,11.359,28,22,22,20,Not Applicable,1000,2x0p3HT,2x0p3HT,840,Not Applicable,65
1+SL,90,28,-28,Not Applicable,6,5.5,450,138.917,127.558,15,122.55,600.297,618.98,199.993,200,379.14,36.267,2.538,2.9,0.014,7.048,0,0,14.89,0,6.12,185/65R15,0.612771447,56,11.359,28,22,22,20,Not Applicable,1000,2x0p3HT,2x0p3HT,840,Not Applicable,65
1+SL,90,28,-28,Not Applicable,6,5.5,450,138.917,127.558,15,122.55,600.297,618.98,199.993,210,379.14,36.267,2.538,2.9,0.014,7.048,0,0,14.89,0,6.12,185/65R15,0.612771447,56,11.359,28,22,22,20,Not Applicable,1000,2x0p3HT,2x0p3HT,840,Not Applicable,65
1+0,90,25,-23,Not Applicable,5,4.5,288.2,112,100,18,137.9,27.9,736,157,210,373.360145,34.72935023,3.100002175,2,4.7,3.7,59,0,10.903,4.734105124,10.57110408,155/90R18,0.827708162,48,12,25,16,16,20,Not Applicable,1500,NA,NA,840,Not Applicable,80
1+0,90,25,-23,Not Applicable,5,4.5,288.2,112,100,18,137.9,27.9,736,157,420,373.360145,34.72935023,3.100002175,2,4.7,3.7,59,0,10.903,4.734105124,10.57110408,155/90R18,0.827708162,48,12,25,16,16,20,Not Applicable,1500,NA,NA,840,Not Applicable,80
